,Year,Plot,Biomass.g.m2,Species
1957,2014,336,0.35,Cyperus sp.
1958,2014,336,0.75,Koeleria cristata
1959,2014,336,5.32,Lespedeza capitata
1960,2014,336,11.88,Liatris aspera
1961,2014,336,74.67,Lupinus perennis
1962,2014,336,0.13,Monarda fistulosa
1963,2014,336,0.04,Panicum oligosanthes
1964,2014,336,0.09,Panicum virgatum
1965,2014,336,44.87,Poa pratensis
1966,2014,336,0.02,Polygonum convolvulus
1967,2014,336,3.37,Schizachyrium scoparium
1968,2014,336,0.43,Sisyrinchium campestre
1969,2014,336,1.27,Solidago rigida
1970,2014,336,120.38,Sorghastrum nutans
1971,2014,338,0.07,Agrostis scabra
1972,2014,338,1.05,Aristida basiramea
1973,2014,338,2.03,Crepis tectorum
1974,2014,338,1.9,Cyperus sp.
1975,2014,338,0.98,Erigeron strigosus
1976,2014,338,0.01,Euphorbia glyptosperma
1977,2014,338,0.16,Lespedeza capitata
1978,2014,338,6.9,Miscellaneous litter
1979,2014,338,6.47,Monarda fistulosa
1980,2014,338,0.55,Polygonum tenue
1981,2014,338,0.06,Silene antirrhina
1982,2014,338,106.83,Solidago rigida
1983,2014,339,2.78,Achillea millefolium(lanulosa)
1984,2014,339,12.15,Amorpha canescens
1985,2014,339,52.37,Andropogon gerardi
1986,2014,339,1.08,Bouteloua curtipendula
1987,2014,339,0.12,Cyperus sp.
1988,2014,339,0.55,Koeleria cristata
1989,2014,339,27.42,Lespedeza capitata
1990,2014,339,23.4,Liatris aspera
1991,2014,339,3.3,Linaria vulgaris
1992,2014,339,3.3,Lupinus perennis
1993,2014,339,1.8,Miscellaneous litter
1994,2014,339,1.13,Monarda fistulosa
1995,2014,339,0.06,Panicum oligosanthes
1996,2014,339,3.55,Panicum virgatum
1997,2014,339,39.43,Petalostemum purpureum
1998,2014,339,27.87,Poa pratensis
1999,2014,339,4.85,Schizachyrium scoparium
2000,2014,339,4.73,Solidago rigida
2001,2014,339,4.63,Sorghastrum nutans
2002,2014,342,0.22,Achillea millefolium(lanulosa)
2003,2014,342,2.25,Agropyron repens
2004,2014,342,0.38,Asclepias tuberosa
2005,2014,342,0.02,Bouteloua gracilis
2006,2014,342,13.95,Carex sp.
2007,2014,342,0.01,Chenopodium leptophyllum
2008,2014,342,0.47,Leptoloma cognatum
2009,2014,342,57.33,Lupinus perennis
2010,2014,342,122.28,Miscellaneous litter
2011,2014,342,88.03,Monarda fistulosa
2012,2014,342,8.52,Poa pratensis
2013,2014,342,0.43,Silene antirrhina
2014,2014,342,262.45,Solidago rigida
